user_id,purchase,pay_dt,media_source
30c0c8b4,0.99,2021-10-07,Facebook Ads
30cea533,0.99,2021-10-18,Facebook Ads
30d6fad0,0.99,2021-10-10,Google Adwords
30d6fad0,0.99,2021-10-20,Google Adwords
31367f70,0.99,2021-10-18,Facebook Ads
31367f70,0.99,2021-10-17,Facebook Ads
31421327,0.99,2021-10-25,Google Adwords
31562191,0.99,2021-10-05,Facebook Ads
31562191,0.99,2021-10-06,Facebook Ads
315d77ac,0.99,2021-10-25,Google Adwords
315d77ac,0.99,2021-10-25,Google Adwords
315d77ac,0.99,2021-10-25,Google Adwords
315d77ac,2.99,2021-10-25,Google Adwords
315d77ac,0.99,2021-10-25,Google Adwords
3171a0db,0.99,2021-10-09,Facebook Ads
318d9b46,0.99,2021-10-28,Google Adwords
319a23f8,0.99,2021-10-29,Facebook Ads
31abb967,0.99,2021-10-20,Google Adwords
31abb967,0.99,2021-10-20,Google Adwords
31e20e2c,2.99,2021-10-10,Facebook Ads
31e20e2c,0.99,2021-10-10,Facebook Ads
31f34268,0.99,2021-10-09,Facebook Ads
31f34268,0.99,2021-10-09,Facebook Ads
31f34268,0.99,2021-10-09,Facebook Ads
31fcd23c,0.99,2021-10-18,Facebook Ads
31fcd23c,0.99,2021-11-11,Facebook Ads
32113b5f,0.99,2021-10-09,Google Adwords
321182c7,2.99,2021-10-19,Google Adwords
326c6f41,0.99,2021-10-21,Google Adwords
326c6f41,0.99,2021-10-21,Google Adwords
32c45c71,0.99,2021-10-04,Facebook Ads
32c8ce53,0.99,2021-10-14,Facebook Ads
32cf5cd7,0.99,2021-10-24,Facebook Ads
32cf5cd7,0.99,2021-10-24,Facebook Ads
32d4cc18,0.99,2021-10-15,Facebook Ads
32d4cc18,9.99,2021-10-15,Facebook Ads
32d4cc18,0.99,2021-10-15,Facebook Ads
32e31e3f,0.99,2021-10-23,Google Adwords
3327dcff,0.99,2021-10-19,Facebook Ads
3327dcff,2.99,2021-10-19,Facebook Ads
3327dcff,0.99,2021-10-20,Facebook Ads
33768643,0.99,2021-10-02,Facebook Ads
33768643,0.99,2021-10-02,Facebook Ads
337b05db,0.99,2021-10-18,Google Adwords
337b05db,0.99,2021-10-18,Google Adwords
338d5bd4,0.99,2021-10-25,Facebook Ads
338d5bd4,0.99,2021-10-25,Facebook Ads
338fa5a1,0.99,2021-10-23,Google Adwords
3398b1ed,0.99,2021-10-11,Google Adwords
3398b1ed,0.99,2021-10-11,Google Adwords
33b38d67,0.99,2021-10-14,Facebook Ads
33f1d2be,0.99,2021-10-13,Facebook Ads
33f4c320,4.99,2021-10-29,Google Adwords
343a5c25,0.99,2021-10-09,Google Adwords
344a5371,0.99,2021-10-07,Facebook Ads
3471c843,2.99,2021-10-28,Google Adwords
3471fcaa,0.99,2021-10-28,Facebook Ads
347f0295,0.99,2021-10-14,Facebook Ads
34aecd53,0.99,2021-10-21,Facebook Ads
34aecd53,0.99,2021-10-20,Facebook Ads
34b15dde,2.99,2021-10-24,Facebook Ads
34b15dde,0.99,2021-10-24,Facebook Ads
34b8f58e,0.99,2021-10-12,Google Adwords
34ba426c,0.99,2021-10-09,Facebook Ads
34ba426c,0.99,2021-10-09,Facebook Ads
34ba426c,2.99,2021-10-10,Facebook Ads
34ba426c,0.99,2021-10-09,Facebook Ads
34ba426c,0.99,2021-10-09,Facebook Ads
34ba426c,0.99,2021-10-10,Facebook Ads
34bd7c52,0.99,2021-10-07,Facebook Ads
34bd7c52,0.99,2021-10-07,Facebook Ads
34bf1f55,0.99,2021-10-13,Facebook Ads
34bf1f55,0.99,2021-10-13,Facebook Ads
34d3c320,0.99,2021-10-02,Google Adwords
3501cc62,0.99,2021-10-31,Facebook Ads
35097e4f,0.99,2021-10-16,Google Adwords
35097e4f,0.99,2021-10-07,Google Adwords
350f0eca,0.99,2021-10-02,Facebook Ads
350f0eca,0.99,2021-10-02,Facebook Ads
35134f02,4.99,2021-10-25,Facebook Ads
35134f02,0.99,2021-11-02,Facebook Ads
351a0635,0.99,2021-11-05,Facebook Ads
351bc182,0.99,2021-10-12,Google Adwords
351bc182,0.99,2021-10-12,Google Adwords
351bc182,0.99,2021-10-12,Google Adwords
351bc182,0.99,2021-10-12,Google Adwords
351bc182,0.99,2021-10-12,Google Adwords
351bc182,0.99,2021-10-12,Google Adwords
3523d2b4,0.99,2021-10-20,Google Adwords
3523d2b4,0.99,2021-10-19,Google Adwords
3523d2b4,0.99,2021-10-20,Google Adwords
3532c24d,0.99,2021-10-09,Facebook Ads
35375790,4.99,2021-10-24,Google Adwords
35411089,0.99,2021-10-23,Facebook Ads
355d3181,0.99,2021-10-09,Google Adwords
356783a0,0.99,2021-11-02,Facebook Ads
356d7784,0.99,2021-10-23,Google Adwords
356d7784,0.99,2021-10-24,Google Adwords
357a1751,0.99,2021-10-09,Facebook Ads
35a8fc1f,0.99,2021-10-05,Google Adwords
35ca5148,0.99,2021-10-11,Facebook Ads
35ca5148,0.99,2021-10-11,Facebook Ads
35ca5148,0.99,2021-10-11,Facebook Ads
35ca5148,0.99,2021-10-11,Facebook Ads
35ca5148,9.99,2021-10-11,Facebook Ads
35ca5148,0.99,2021-10-11,Facebook Ads
35e35a00,4.99,2021-10-26,Google Adwords
35e8bac9,2.99,2021-10-04,Google Adwords
35e8bac9,0.99,2021-10-03,Google Adwords
35e8bac9,0.99,2021-10-03,Google Adwords
363f2abc,0.99,2021-10-27,Google Adwords
36446b1d,0.99,2021-10-21,Google Adwords
36446b1d,0.99,2021-10-21,Google Adwords
3653fa97,2.99,2021-10-30,Facebook Ads
3657c8fd,0.99,2021-10-13,Google Adwords
3657c8fd,0.99,2021-10-13,Google Adwords
3657c8fd,0.99,2021-10-13,Google Adwords
366d600d,0.99,2021-10-03,Facebook Ads
366d600d,0.99,2021-10-03,Facebook Ads
36904e0b,0.99,2021-10-20,Facebook Ads
36904e0b,0.99,2021-10-20,Facebook Ads
36b1ae49,0.99,2021-10-29,organic
36b1ae49,0.99,2021-10-29,organic
36b6f93c,4.99,2021-10-07,Facebook Ads
36b6f93c,0.99,2021-10-07,Facebook Ads
36c35559,2.99,2021-10-11,Facebook Ads
36c35559,4.99,2021-10-12,Facebook Ads
36eb0a25,0.99,2021-10-13,Facebook Ads
36fcf8c0,0.99,2021-10-10,Google Adwords
3700126a,0.99,2021-10-15,Facebook Ads
3700126a,0.99,2021-10-15,Facebook Ads
3728fe3b,0.99,2021-10-18,Google Adwords
372ab52f,2.99,2021-10-15,Facebook Ads
372ab52f,0.99,2021-10-14,Facebook Ads
372ab52f,0.99,2021-10-15,Facebook Ads
372ab52f,0.99,2021-10-14,Facebook Ads
372ab52f,0.99,2021-10-14,Facebook Ads
372ab52f,0.99,2021-10-14,Facebook Ads
372ab52f,0.99,2021-10-15,Facebook Ads
372ab52f,0.99,2021-10-14,Facebook Ads
372e485d,0.99,2021-10-17,Facebook Ads
376b0685,2.99,2021-10-22,Google Adwords
37cd1bc8,0.99,2021-10-01,Facebook Ads
37cd1bc8,2.99,2021-10-01,Facebook Ads
37cd1bc8,0.99,2021-10-01,Facebook Ads
37cd1bc8,0.99,2021-10-02,Facebook Ads
37cd1bc8,0.99,2021-10-02,Facebook Ads
37cd1bc8,0.99,2021-10-02,Facebook Ads
37cd1bc8,0.99,2021-10-01,Facebook Ads
37cd1bc8,0.99,2021-10-01,Facebook Ads
37e52bf0,0.99,2021-10-17,Facebook Ads
37e52bf0,2.99,2021-10-17,Facebook Ads
37f111e6,0.99,2021-10-07,Facebook Ads
37fd399e,0.99,2021-10-28,Google Adwords
37fd399e,0.99,2021-10-28,Google Adwords
3805ec0b,0.99,2021-10-29,Google Adwords
3805ec0b,0.99,2021-10-29,Google Adwords
38232687,4.99,2021-10-05,Facebook Ads
382ec15f,0.99,2021-10-17,Google Adwords
382ec15f,0.99,2021-10-17,Google Adwords
388e0f56,2.99,2021-11-04,Facebook Ads
38d980c0,0.99,2021-10-29,Facebook Ads
38d980c0,0.99,2021-10-27,Facebook Ads
38de1321,0.99,2021-10-17,Google Adwords
38e97e26,9.99,2021-10-29,Google Adwords
38e97e26,0.99,2021-10-28,Google Adwords
392023bd,0.99,2021-10-18,Google Adwords
392023bd,0.99,2021-10-18,Google Adwords
39296086,0.99,2021-10-13,Facebook Ads
392c0052,0.99,2021-10-09,Google Adwords
392c0052,0.99,2021-10-09,Google Adwords
392c0052,0.99,2021-10-09,Google Adwords
392c0052,0.99,2021-10-09,Google Adwords
39467283,0.99,2021-10-04,Facebook Ads
39527313,0.99,2021-10-21,Facebook Ads
39527313,2.99,2021-10-21,Facebook Ads
3955d755,0.99,2021-10-17,Google Adwords
39765653,4.99,2021-10-20,Facebook Ads
39765653,2.99,2021-10-21,Facebook Ads
39792c9a,0.99,2021-10-02,Google Adwords
39792c9a,0.99,2021-10-02,Google Adwords
39975764,0.99,2021-10-15,Google Adwords
39975764,0.99,2021-10-15,Google Adwords
39975764,9.99,2021-10-14,Google Adwords
39975764,0.99,2021-10-14,Google Adwords
399c7a98,0.99,2021-10-26,Google Adwords
399c7a98,0.99,2021-10-26,Google Adwords
39a9cf51,0.99,2021-10-08,Google Adwords
39a9cf51,4.99,2021-10-08,Google Adwords
39c2276a,0.99,2021-10-26,Google Adwords
39c2276a,0.99,2021-10-26,Google Adwords
39c67f12,0.99,2021-10-12,Google Adwords
3a3bca36,0.99,2021-10-06,Facebook Ads
3a8febc7,2.99,2021-10-02,Facebook Ads
3a8febc7,0.99,2021-10-02,Facebook Ads
3ab485c1,0.99,2021-10-07,Facebook Ads
3ab485c1,0.99,2021-10-08,Facebook Ads
3acfe297,0.99,2021-10-12,Google Adwords
3ad6a93c,0.99,2021-10-22,Google Adwords
3ad6a93c,0.99,2021-10-22,Google Adwords
3adf276d,0.99,2021-10-18,Facebook Ads
3adf276d,0.99,2021-10-18,Facebook Ads
3adf3aeb,0.99,2021-10-19,Google Adwords
3af408ad,0.99,2021-10-19,Facebook Ads
3af408ad,0.99,2021-10-19,Facebook Ads
3b0dc6e1,0.99,2021-10-15,Facebook Ads
3b166c8c,0.99,2021-10-13,Facebook Ads
3b2d143c,0.99,2021-10-17,Google Adwords
3b35d1a1,0.99,2021-10-02,Facebook Ads
3b35d1a1,0.99,2021-10-02,Facebook Ads
3b35d1a1,0.99,2021-10-02,Facebook Ads
3b35d1a1,0.99,2021-10-02,Facebook Ads
3b3c346f,0.99,2021-10-01,Facebook Ads
3b3c346f,0.99,2021-10-01,Facebook Ads
3b3c346f,0.99,2021-10-01,Facebook Ads
3b3c346f,0.99,2021-10-01,Facebook Ads
3b4db951,0.99,2021-10-15,Facebook Ads
3b54d46a,0.99,2021-10-25,Facebook Ads
3b54d46a,0.99,2021-10-25,Facebook Ads
3b54d46a,0.99,2021-10-24,Facebook Ads
3b5b1878,2.99,2021-10-16,Google Adwords
3b660d3b,0.99,2021-10-31,Facebook Ads
3b99e1ff,0.99,2021-10-23,Google Adwords
3b99e1ff,0.99,2021-10-21,Google Adwords
3ba0eb65,0.99,2021-10-09,Google Adwords
3ba0eb65,0.99,2021-10-09,Google Adwords
3ba0eb65,4.99,2021-10-09,Google Adwords
3bc6e32d,2.99,2021-10-02,Facebook Ads
3bc6e32d,0.99,2021-10-02,Facebook Ads
3bc901bb,0.99,2021-10-22,Google Adwords
3beac289,0.99,2021-10-07,Facebook Ads
3beac289,0.99,2021-10-07,Facebook Ads
3bef3b30,0.99,2021-10-29,Facebook Ads
3bef3b30,2.99,2021-10-29,Facebook Ads
3c09c129,0.99,2021-10-31,Google Adwords
3c17adbc,0.99,2021-10-31,Google Adwords
3c17adbc,0.99,2021-10-30,Google Adwords
3c74e602,2.99,2021-10-28,organic
3c7a0e7f,0.99,2021-10-08,Facebook Ads
3c7a0e7f,0.99,2021-10-08,Facebook Ads
3c8798c4,2.99,2021-10-12,Facebook Ads
3c8798c4,0.99,2021-10-12,Facebook Ads
3c891773,0.99,2021-10-20,Google Adwords
3c93292c,0.99,2021-10-06,Google Adwords
3cd47874,0.99,2021-10-04,Google Adwords
3cd47874,0.99,2021-10-03,Google Adwords
3ce5b96f,0.99,2021-10-02,Google Adwords
3ce5b96f,0.99,2021-10-02,Google Adwords
3cf25451,0.99,2021-10-12,Google Adwords
3cf25451,0.99,2021-10-12,Google Adwords
3d0337f1,0.99,2021-10-27,Google Adwords
3d0f89c0,0.99,2021-10-01,Facebook Ads
3d0f89c0,0.99,2021-10-01,Facebook Ads
3d1b6b60,2.99,2021-10-01,Facebook Ads
3d1b6b60,0.99,2021-10-01,Facebook Ads
3d281b8c,9.99,2021-10-06,Google Adwords
3d485d08,0.99,2021-10-24,Google Adwords
3d594c1f,0.99,2021-11-07,Google Adwords
3d64bb02,2.99,2021-10-03,Google Adwords
3d67ff34,0.99,2021-10-03,Google Adwords
3d6968b3,0.99,2021-10-25,Google Adwords
3d6968b3,0.99,2021-10-25,Google Adwords
3d6e0429,0.99,2021-10-17,Google Adwords
3d733c38,0.99,2021-10-19,Google Adwords
3d9ab690,0.99,2021-10-11,Facebook Ads
3d9ee7ad,0.99,2021-10-18,Google Adwords
3db06bdd,0.99,2021-10-04,Facebook Ads
3db06bdd,0.99,2021-10-04,Facebook Ads
3db93c2f,0.99,2021-10-11,Facebook Ads
3dd0f58f,0.99,2021-10-08,Google Adwords
3dd0f58f,2.99,2021-10-06,Google Adwords
3dd0f58f,0.99,2021-10-05,Google Adwords
3dd0f58f,2.99,2021-10-06,Google Adwords
3de14f15,0.99,2021-10-17,Facebook Ads
3de14f15,0.99,2021-10-12,Facebook Ads
3de14f15,0.99,2021-10-23,Facebook Ads
3dee4167,0.99,2021-11-07,Google Adwords
3dee4167,0.99,2021-11-09,Google Adwords
3e1b4a25,0.99,2021-10-20,Google Adwords
3e1b4a25,0.99,2021-10-21,Google Adwords
3e1b4a25,0.99,2021-10-19,Google Adwords
3e1b4a25,0.99,2021-10-17,Google Adwords
3e517ecd,4.99,2021-10-20,Facebook Ads
3e7658de,0.99,2021-10-07,Facebook Ads
3e7658de,0.99,2021-10-07,Facebook Ads
3e7658de,0.99,2021-10-07,Facebook Ads
3e7658de,4.99,2021-10-07,Facebook Ads
3e774e1d,0.99,2021-10-04,Google Adwords
3e774e1d,0.99,2021-10-04,Google Adwords
3e774e1d,0.99,2021-10-04,Google Adwords
3e80fad3,0.99,2021-10-28,Google Adwords
3e80fad3,0.99,2021-10-28,Google Adwords
3e91db5f,9.99,2021-10-03,Facebook Ads
3e91db5f,0.99,2021-10-03,Facebook Ads
3e91db5f,0.99,2021-10-03,Facebook Ads
3e9aefd9,0.99,2021-10-02,Google Adwords
3ea302bb,2.99,2021-10-09,Facebook Ads
3f15ad49,0.99,2021-10-06,Facebook Ads
3f1de8b7,0.99,2021-10-06,Facebook Ads
3f1de8b7,0.99,2021-10-05,Facebook Ads
3f1de8b7,0.99,2021-10-05,Facebook Ads
3f34b845,2.99,2021-10-14,Facebook Ads
3f34b845,2.99,2021-10-14,Facebook Ads
3f51844b,0.99,2021-10-29,organic
3f51844b,0.99,2021-10-28,organic
3f677772,0.99,2021-10-17,Facebook Ads
3f7cdb39,0.99,2021-10-02,organic
3f7cdb39,4.99,2021-10-02,organic
3f92c42d,0.99,2021-10-03,Google Adwords
3fc1ac45,0.99,2021-10-21,Google Adwords
3fd5b158,0.99,2021-10-27,Facebook Ads
3fd5b158,0.99,2021-10-27,Facebook Ads
3fdc4b6f,0.99,2021-10-02,Facebook Ads
3fdc4b6f,2.99,2021-10-02,Facebook Ads
3fe50a23,0.99,2021-10-12,Facebook Ads
40047b48,0.99,2021-10-22,Google Adwords
40047b48,0.99,2021-10-24,Google Adwords
40097a77,0.99,2021-11-13,Google Adwords
402e29af,0.99,2021-10-13,Facebook Ads
402e29af,0.99,2021-10-07,Facebook Ads
402e29af,0.99,2021-10-11,Facebook Ads
402e29af,0.99,2021-10-09,Facebook Ads
402e29af,4.99,2021-10-13,Facebook Ads
4043104b,0.99,2021-10-07,Facebook Ads
4043104b,2.99,2021-10-07,Facebook Ads
404919d7,0.99,2021-10-10,Facebook Ads
4058cb25,0.99,2021-10-25,Google Adwords
4058cb25,0.99,2021-10-25,Google Adwords
405fccab,0.99,2021-10-07,Google Adwords
40638555,0.99,2021-10-27,Facebook Ads
40697b63,0.99,2021-10-12,Facebook Ads
40697b63,0.99,2021-10-12,Facebook Ads
408973a9,0.99,2021-10-20,Facebook Ads
409455ad,0.99,2021-10-24,Facebook Ads
409455ad,0.99,2021-10-28,Facebook Ads
40c3e752,0.99,2021-11-07,Facebook Ads
40f94523,0.99,2021-10-27,Google Adwords
410d8ab2,0.99,2021-10-13,Facebook Ads
411a9a3b,2.99,2021-10-30,Google Adwords
411a9a3b,4.99,2021-10-30,Google Adwords
411a9a3b,2.99,2021-10-30,Google Adwords
411c2e3d,0.99,2021-10-20,Facebook Ads
411c2e3d,0.99,2021-10-29,Facebook Ads
411c2e3d,0.99,2021-11-06,Facebook Ads
4132a110,0.99,2021-10-12,organic
4132a110,2.99,2021-10-12,organic
41389b85,2.99,2021-10-17,Google Adwords
41389b85,9.99,2021-10-17,Google Adwords
414b8c59,2.99,2021-10-31,Google Adwords
414b8c59,2.99,2021-10-31,Google Adwords
414ee206,0.99,2021-11-05,Google Adwords
41533fe7,0.99,2021-10-19,Facebook Ads
41533fe7,0.99,2021-10-19,Facebook Ads
415952df,0.99,2021-10-14,Google Adwords
4196af00,0.99,2021-10-03,Facebook Ads
419dc12c,0.99,2021-10-14,Facebook Ads
419ddf50,0.99,2021-10-07,Facebook Ads
419ddf50,0.99,2021-10-07,Facebook Ads
419ddf50,2.99,2021-10-07,Facebook Ads
41a11463,0.99,2021-10-05,Facebook Ads
41a11463,0.99,2021-10-06,Facebook Ads
41c40e84,2.99,2021-10-08,organic
41c40e84,0.99,2021-10-06,organic
41c9e8f7,0.99,2021-10-15,Google Adwords
41c9e8f7,0.99,2021-10-15,Google Adwords
41c9e8f7,0.99,2021-10-15,Google Adwords
41d05f0c,4.99,2021-10-28,Google Adwords
41d05f0c,0.99,2021-10-28,Google Adwords
41d0c028,0.99,2021-10-23,Google Adwords
41d21443,0.99,2021-10-13,Facebook Ads
41d21443,0.99,2021-10-13,Facebook Ads
420c2386,0.99,2021-10-30,Facebook Ads
422e223a,0.99,2021-10-23,Facebook Ads
424fcc9d,4.99,2021-10-13,Facebook Ads
424fcc9d,0.99,2021-10-13,Facebook Ads
424fcc9d,0.99,2021-10-13,Facebook Ads
4251709f,0.99,2021-10-09,Facebook Ads
4251709f,0.99,2021-10-09,Facebook Ads
425881a4,0.99,2021-10-08,Facebook Ads
42808338,0.99,2021-10-18,Google Adwords
42983420,0.99,2021-10-16,Facebook Ads
42b2851f,0.99,2021-10-29,Google Adwords
42ece576,0.99,2021-10-12,Google Adwords
42ece576,0.99,2021-10-12,Google Adwords
42fa463d,0.99,2021-10-10,Google Adwords
42fa463d,0.99,2021-10-10,Google Adwords
42faf176,0.99,2021-10-30,Facebook Ads
42faf176,0.99,2021-10-30,Facebook Ads
43031085,2.99,2021-10-23,Google Adwords
43031085,2.99,2021-10-23,Google Adwords
43100bd3,0.99,2021-10-15,Google Adwords
43100bd3,0.99,2021-10-15,Google Adwords
431a4ce1,2.99,2021-10-19,Google Adwords
432a76bc,0.99,2021-10-05,Google Adwords
432a76bc,0.99,2021-10-05,Google Adwords
4330fd05,9.99,2021-10-06,Facebook Ads
4330fd05,0.99,2021-10-06,Facebook Ads
43424b3c,0.99,2021-10-13,Google Adwords
43424b3c,0.99,2021-10-10,Google Adwords
436faf42,0.99,2021-10-08,Facebook Ads
436faf42,0.99,2021-10-08,Facebook Ads
4373fe0c,0.99,2021-10-29,Google Adwords
4373fe0c,0.99,2021-10-28,Google Adwords
4388a083,0.99,2021-10-24,Google Adwords
4388a083,2.99,2021-10-23,Google Adwords
43ae40ee,0.99,2021-10-17,Google Adwords
43ae40ee,0.99,2021-10-17,Google Adwords
43d5629e,0.99,2021-10-19,Google Adwords
43d5629e,0.99,2021-10-19,Google Adwords
43e316c2,0.99,2021-10-08,Google Adwords
43e316c2,0.99,2021-10-08,Google Adwords
43e316c2,0.99,2021-10-08,Google Adwords
43e316c2,0.99,2021-10-08,Google Adwords
4419da51,0.99,2021-10-16,Facebook Ads
4419da51,0.99,2021-10-16,Facebook Ads
44432539,0.99,2021-11-04,Facebook Ads
44432539,2.99,2021-10-24,Facebook Ads
446302d7,0.99,2021-10-18,Google Adwords
446302d7,2.99,2021-10-18,Google Adwords
448aaaf5,0.99,2021-10-31,Google Adwords
448d4092,0.99,2021-10-10,Facebook Ads
448d4092,2.99,2021-10-10,Facebook Ads
448d4092,0.99,2021-10-10,Facebook Ads
448dcd88,0.99,2021-10-23,Google Adwords
44a08eba,0.99,2021-10-17,Facebook Ads
44b03669,0.99,2021-11-03,Facebook Ads
44b03669,0.99,2021-11-01,Facebook Ads
44dedad0,0.99,2021-11-01,Google Adwords
44dedad0,0.99,2021-11-09,Google Adwords
44dedad0,0.99,2021-10-29,Google Adwords
4528aba5,0.99,2021-10-08,Google Adwords
454d5086,4.99,2021-10-01,Google Adwords
454d5086,2.99,2021-10-02,Google Adwords
454ecba3,0.99,2021-10-11,Facebook Ads
45b0faa4,0.99,2021-10-17,Facebook Ads
45b68925,0.99,2021-10-11,Facebook Ads
45b68925,0.99,2021-10-11,Facebook Ads
45bd0881,0.99,2021-10-02,Facebook Ads
45bd0881,0.99,2021-10-03,Facebook Ads
45bd0881,0.99,2021-10-02,Facebook Ads
45c3b82f,0.99,2021-11-15,Facebook Ads
45c3b82f,0.99,2021-11-19,Facebook Ads
45c528b3,0.99,2021-10-30,Google Adwords
45daa68f,0.99,2021-10-20,Facebook Ads
45e44819,2.99,2021-11-04,Facebook Ads
45ff162d,0.99,2021-10-19,Google Adwords
460ef5f8,0.99,2021-10-23,Facebook Ads
460ef5f8,0.99,2021-10-23,Facebook Ads
4619380d,0.99,2021-10-09,Facebook Ads
4619380d,0.99,2021-10-18,Facebook Ads
461ae8fc,0.99,2021-10-20,Facebook Ads
461ae8fc,0.99,2021-10-20,Facebook Ads
46320f80,0.99,2021-10-04,Facebook Ads
46320f80,0.99,2021-10-04,Facebook Ads
46320f80,0.99,2021-10-04,Facebook Ads
46320f80,4.99,2021-10-04,Facebook Ads
46366496,0.99,2021-11-09,Google Adwords
4641845c,0.99,2021-10-09,Facebook Ads
4641845c,0.99,2021-10-09,Facebook Ads
4649f3ab,0.99,2021-10-25,Google Adwords
465f6cfa,4.99,2021-10-31,Google Adwords
4673b725,4.99,2021-10-08,Facebook Ads
4673b725,0.99,2021-10-08,Facebook Ads
46931379,0.99,2021-10-25,Google Adwords
46bba92b,0.99,2021-10-08,Google Adwords
46bba92b,0.99,2021-10-08,Google Adwords
46ca415d,0.99,2021-10-10,Google Adwords
46ca415d,0.99,2021-10-10,Google Adwords
46e6ba45,0.99,2021-10-27,Google Adwords
46eff6e7,0.99,2021-10-06,Google Adwords
46f8a9ce,0.99,2021-10-15,Facebook Ads
4708216f,0.99,2021-10-10,Facebook Ads
4708216f,0.99,2021-10-10,Facebook Ads
4708216f,0.99,2021-10-10,Facebook Ads
4708216f,0.99,2021-10-10,Facebook Ads
4708216f,0.99,2021-10-10,Facebook Ads
47231fbf,0.99,2021-10-10,Google Adwords
47231fbf,0.99,2021-10-08,Google Adwords
47231fbf,0.99,2021-10-09,Google Adwords
4734a71b,0.99,2021-10-05,Facebook Ads
4734a71b,0.99,2021-10-07,Facebook Ads
4734a71b,0.99,2021-10-06,Facebook Ads
473cd4ad,0.99,2021-10-28,Facebook Ads
475d0ef9,0.99,2021-10-15,Google Adwords
475d0ef9,0.99,2021-10-15,Google Adwords
4761d488,2.99,2021-10-15,Google Adwords
4761d488,0.99,2021-10-16,Google Adwords
4762ac24,0.99,2021-10-05,Facebook Ads
4766e82f,0.99,2021-10-27,Google Adwords
4766e82f,0.99,2021-10-26,Google Adwords
4777664e,4.99,2021-10-20,Google Adwords
4777664e,0.99,2021-10-20,Google Adwords
477ca4a6,0.99,2021-10-29,Google Adwords
47b3f358,0.99,2021-10-12,Facebook Ads
47b3f358,2.99,2021-10-12,Facebook Ads
47c59fd3,0.99,2021-10-12,Facebook Ads
47c59fd3,2.99,2021-10-12,Facebook Ads
47c59fd3,0.99,2021-10-12,Facebook Ads
47c842c4,0.99,2021-10-01,Facebook Ads
47c842c4,0.99,2021-10-01,Facebook Ads
4800c222,0.99,2021-10-03,Facebook Ads
4800c222,2.99,2021-10-03,Facebook Ads
480b4441,0.99,2021-10-16,Google Adwords
480d6b4f,0.99,2021-10-29,Google Adwords
480d6b4f,0.99,2021-10-29,Google Adwords
482444bd,0.99,2021-10-16,Google Adwords
482444bd,0.99,2021-10-16,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
483ce7ec,0.99,2021-10-08,Google Adwords
4853f6e6,0.99,2021-10-14,Google Adwords
4853f6e6,0.99,2021-10-14,Google Adwords
485b1333,0.99,2021-10-19,Google Adwords
485b1333,0.99,2021-10-19,Google Adwords
485fdc24,2.99,2021-10-14,Google Adwords
485fdc24,0.99,2021-10-12,Google Adwords
4869dda7,0.99,2021-10-17,organic
48709619,0.99,2021-10-10,Google Adwords
48709619,0.99,2021-10-10,Google Adwords
487b79a8,0.99,2021-11-04,Google Adwords
4890ebb9,0.99,2021-10-08,Google Adwords
4890ebb9,0.99,2021-10-08,Google Adwords
4890ebb9,0.99,2021-10-08,Google Adwords
4890ebb9,0.99,2021-10-08,Google Adwords
48aa7ded,0.99,2021-10-22,Google Adwords
48aa7ded,0.99,2021-10-22,Google Adwords
48b7f461,2.99,2021-10-01,Google Adwords
48ca6059,0.99,2021-10-17,Facebook Ads
48d08c7f,2.99,2021-10-30,Google Adwords
48dca0a1,0.99,2021-10-10,Facebook Ads
48dd16e6,2.99,2021-10-14,Facebook Ads
48dd16e6,2.99,2021-10-14,Facebook Ads
48dfe6b1,0.99,2021-10-19,Google Adwords
48dfe6b1,2.99,2021-10-19,Google Adwords
48f663a4,2.99,2021-10-04,Facebook Ads
48f663a4,9.99,2021-10-02,Facebook Ads
48fe4dd1,0.99,2021-10-26,Google Adwords
48fe4dd1,0.99,2021-10-26,Google Adwords
49088114,0.99,2021-10-20,Google Adwords
49193ae3,0.99,2021-10-15,organic
491cd17b,0.99,2021-10-02,Google Adwords
491cd17b,0.99,2021-10-03,Google Adwords
491cd17b,0.99,2021-10-02,Google Adwords
491cd17b,2.99,2021-10-02,Google Adwords
493665b8,0.99,2021-10-21,Google Adwords
493665b8,0.99,2021-10-21,Google Adwords
49582426,0.99,2021-10-26,Google Adwords
49582426,0.99,2021-10-26,Google Adwords
496359cf,0.99,2021-10-02,Facebook Ads
496359cf,0.99,2021-10-01,Facebook Ads
496359cf,0.99,2021-10-04,Facebook Ads
4992ae4d,4.99,2021-10-22,Google Adwords
4992ae4d,2.99,2021-10-21,Google Adwords
49c19ff7,0.99,2021-10-13,Google Adwords
49ffa2d2,0.99,2021-10-12,Facebook Ads
4a134963,4.99,2021-10-08,Facebook Ads
4a134963,0.99,2021-10-08,Facebook Ads
4a134963,0.99,2021-10-08,Facebook Ads
4a18c771,0.99,2021-10-02,Facebook Ads
4a2443df,4.99,2021-10-07,Google Adwords
4a2443df,9.99,2021-10-07,Google Adwords
4a4c8e02,0.99,2021-10-12,Google Adwords
4a4c8e02,0.99,2021-10-12,Google Adwords
4a6b88cc,0.99,2021-10-08,Facebook Ads
4a9b778c,0.99,2021-10-17,Facebook Ads
